episode,train_start,train_end,val_end,online_start,window_stride,rolling_split,reward,best_reward,adaptation_good,adaptation_failures,up_last_reward,down_last_reward,decision_hold_rate,decision_action_rate,decision_action_accuracy_non_hold,decision_conflict_rate,decision_precision_up,decision_precision_down,hold_rate,action_rate,action_accuracy_non_hold,conflict_rate,precision_up,precision_down,decision_threshold,decision_delta_min,decision_scan_score,rl_up_accuracy,rl_down_accuracy,rl_up_error_balance,rl_down_error_balance,rl_up_hold_rate,rl_down_hold_rate,online_rl_up_accuracy,online_rl_down_accuracy,anchor_rl_up_accuracy,anchor_rl_down_accuracy,anchor_avg_accuracy,score_base,reward_variance,accuracy_variance,score_improve,anchor_delta,anchor_penalty,score,delta_up_accuracy,delta_down_accuracy,improve_up_accuracy,improve_down_accuracy
28,0,4944,6004,7064,50,0,0.5173909450205305,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4942);hold_rate > 0.3500 (got 0.3509);precision_down < 0.5100 (got 0.4647);rl_up_accuracy < 0.5200 (got 0.5009),-0.5465130973160267,-0.6647862015813589,0.35094339622641507,0.6490566037735849,0.4941860465116279,0.02830188679245283,0.5379061371841155,0.46472019464720193,0.35094339622641507,0.6490566037735849,0.4941860465116279,0.02830188679245283,0.5379061371841155,0.46472019464720193,0.49,0.02,0.31167675329298683,0.5009469696969697,0.4962121212121212,0.5142314990512334,0.18796992481203006,0.03679245283018868,0.18490566037735848,0.4835076427996782,0.49798873692679,0.48495788206979545,0.49458483754512633,0.4897713598074609,0.5116202415963975,0.003224950116287318,0.00033786034421916575,0.007575757575757592,-0.009025270758122761,0.0018050541516245523,0.5173909450205305,0.018939393939393978,-0.006628787878787845,0.018939393939393978,0.0
29,0,4944,6004,7064,50,0,0.48895485267645095,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5077);hold_rate > 0.3500 (got 0.4519);precision_down < 0.5100 (got 0.4806);rl_up_accuracy < 0.5200 (got 0.4877),-0.675,-0.5384374612569809,0.4518867924528302,0.5481132075471699,0.5077452667814114,0.010377358490566037,0.5387453874538746,0.4806451612903226,0.4518867924528302,0.5481132075471699,0.5077452667814114,0.010377358490566037,0.5387453874538746,0.4806451612903226,0.49,0.02,0.27541384834460664,0.4876893939393939,0.5160984848484849,0.5378927911275416,0.41291585127201563,0.02547169811320755,0.12358490566037736,0.4754625905068383,0.503620273531778,0.48375451263537905,0.4969915764139591,0.49037304452466907,0.4810003072219055,0.0032512509710074778,0.0003270601906808274,0.007954545454545459,0.000601684717208173,0.0,0.48895485267645095,-0.013257575757575801,0.019886363636363646,0.0,0.019886363636363646
30,0,4944,6004,7064,50,0,0.42372228374672033,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5037);action_rate < 0.4000 (got 0.3802);hold_rate > 0.3500 (got 0.6198);precision_up < 0.5300 (got 0.5238);precision_down < 0.5100 (got 0.4702);rl_up_accuracy < 0.5200 (got 0.4867),-0.49,-0.6563015793561937,0.619811320754717,0.38018867924528305,0.5037220843672456,0.002830188679245283,0.5238095238095238,0.47019867549668876,0.619811320754717,0.38018867924528305,0.5037220843672456,0.002830188679245283,0.5238095238095238,0.47019867549668876,0.49,0.02,0.1909674261302955,0.48674242424242425,0.5151515151515151,0.5682656826568265,0.7265625,0.01509433962264151,0.08962264150943396,0.4762670957361223,0.5116653258246179,0.4813477737665463,0.5138387484957883,0.4975932611311673,0.42372228374672033,0.003296868340743405,0.00032923818156535204,0.0,0.007220216606498242,0.0,0.42372228374672033,-0.0009469696969696684,-0.0009469696969697239,0.0,0.0
31,0,4944,6004,7064,50,0,0.44981487218477667,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4923);hold_rate > 0.3500 (got 0.5726);precision_up < 0.5300 (got 0.5154);precision_down < 0.5100 (got 0.4690);rl_up_accuracy < 0.5200 (got 0.4801),-0.5753480873405933,-0.535,0.5726415094339623,0.42735849056603775,0.4922737306843267,0.0,0.5154185022026432,0.4690265486725664,0.5726415094339623,0.42735849056603775,0.4922737306843267,0.0,0.5154185022026432,0.4690265486725664,0.49,0.02,0.21037735849056605,0.48011363636363635,0.5113636363636364,0.6029143897996357,0.5658914728682171,0.012264150943396227,0.07641509433962264,0.4762670957361223,0.5132743362831859,0.48375451263537905,0.5186522262334536,0.5012033694344163,0.44981487218477667,0.0032318143364588126,0.0003006820634489983,0.0,0.0036101083032490378,0.0,0.44981487218477667,-0.006628787878787901,-0.0037878787878787845,0.0,0.0
32,0,4944,6004,7064,50,0,0.4291777653522558,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4842);action_rate < 0.4000 (got 0.3585);hold_rate > 0.3500 (got 0.6415);precision_up < 0.5300 (got 0.5291);precision_down < 0.5100 (got 0.4398);rl_up_accuracy < 0.5200 (got 0.4830),-0.5906560639888049,-0.7340494588017463,0.6415094339622641,0.3584905660377358,0.4842105263157895,0.0,0.5291005291005291,0.4397905759162304,0.6415094339622641,0.3584905660377358,0.4842105263157895,0.0,0.5291005291005291,0.4397905759162304,0.49,0.02,0.17358490566037735,0.48295454545454547,0.5085227272727273,0.684981684981685,0.6146435452793835,0.022641509433962263,0.04905660377358491,0.4786806114239743,0.5140788415124699,0.4825511432009627,0.5138387484957883,0.4981949458483755,0.42864308643310034,0.0030542305221957413,0.0002329492352525199,0.0011363636363636465,-0.003008423586040865,0.000601684717208173,0.4291777653522558,0.002840909090909116,-0.0028409090909090606,0.002840909090909116,0.0
33,0,4944,6004,7064,50,0,0.3890654390148025,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5021);action_rate < 0.4000 (got 0.2255);hold_rate > 0.3500 (got 0.7745);precision_down < 0.5100 (got 0.4476);rl_up_accuracy < 0.5200 (got 0.4877),-0.5651415621787309,-0.5446365328878164,0.7745283018867924,0.22547169811320755,0.502092050209205,0.0,0.5447761194029851,0.44761904761904764,0.7745283018867924,0.22547169811320755,0.502092050209205,0.0,0.5447761194029851,0.44761904761904764,0.49,0.02,0.11320754716981132,0.4876893939393939,0.5189393939393939,0.789279112754159,0.7952755905511811,0.03018867924528302,0.0330188679245283,0.4778761061946903,0.5221238938053098,0.48495788206979545,0.5126353790613718,0.49879663056558365,0.38300483295419646,0.002548140087851361,0.00016747507743382806,0.006060606060606033,0.000601684717208173,0.0,0.3890654390148025,0.004734848484848453,0.01041666666666663,0.004734848484848453,0.01041666666666663
34,0,4944,6004,7064,50,0,0.44183224458709375,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4894);action_rate < 0.4000 (got 0.3547);hold_rate > 0.3500 (got 0.6453);precision_up < 0.5300 (got 0.5215);precision_down < 0.5100 (got 0.4579);rl_up_accuracy < 0.5200 (got 0.4820),-0.64,-0.4772088168114424,0.6452830188679245,0.35471698113207545,0.48936170212765956,0.005660377358490566,0.521505376344086,0.45789473684210524,0.6452830188679245,0.35471698113207545,0.48936170212765956,0.005660377358490566,0.521505376344086,0.45789473684210524,0.49,0.02,0.17260234959060164,0.48200757575757575,0.5123106060606061,0.6782449725776966,0.6,0.016981132075471698,0.04150943396226415,0.47948511665325827,0.5253419147224457,0.4825511432009627,0.5114320096269555,0.4969915764139591,0.44219325541741866,0.002368282683272952,0.00013349808056610434,0.0,-0.0018050541516245744,0.0003610108303249149,0.44183224458709375,-0.005681818181818177,-0.006628787878787845,0.0,0.0
35,0,4944,6004,7064,50,0,0.5123929537676577,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4826);hold_rate > 0.3500 (got 0.4566);precision_up < 0.5300 (got 0.5114);precision_down < 0.5100 (got 0.4700);rl_up_accuracy < 0.5200 (got 0.4744),-0.6116767371147871,-0.5610738464742898,0.45660377358490567,0.5433962264150943,0.4826388888888889,0.016981132075471698,0.5113636363636364,0.47,0.45660377358490567,0.5433962264150943,0.4826388888888889,0.016981132075471698,0.5113636363636364,0.47,0.49,0.02,0.25781060875756495,0.4744318181818182,0.5047348484848485,0.6684684684684684,0.19694072657743786,0.016037735849056604,0.048113207547169815,0.48189863234111024,0.5116653258246179,0.48375451263537905,0.5054151624548736,0.49458483754512633,0.5128743015414242,0.0024812245784135963,0.00015116707748744657,0.0,-0.0024067388688327473,0.0004813477737665495,0.5123929537676577,-0.007575757575757569,-0.007575757575757569,0.0,0.0
36,0,4944,6004,7064,50,0,0.5104178378964944,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4783);hold_rate > 0.3500 (got 0.4575);precision_up < 0.5300 (got 0.5071);precision_down < 0.5100 (got 0.4690);rl_up_accuracy < 0.5200 (got 0.4706),-0.47,-0.5802173063308,0.45754716981132076,0.5424528301886793,0.4782608695652174,0.05471698113207547,0.5071428571428571,0.4689655172413793,0.45754716981132076,0.5424528301886793,0.4782608695652174,0.05471698113207547,0.5071428571428571,0.4689655172413793,0.49,0.02,0.24523851904592386,0.4706439393939394,0.5018939393939394,0.7101967799642218,0.08745247148288973,0.017924528301886792,0.10849056603773585,0.48109412711182625,0.5084473049074819,0.48495788206979545,0.5114320096269555,0.4981949458483754,0.5104178378964944,0.0025743536292456436,0.00017512287857779048,0.0,0.0036101083032490933,0.0,0.5104178378964944,-0.0037878787878787845,-0.0028409090909090606,0.0,0.0
37,0,4944,6004,7064,50,0,0.5210527705331052,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4671);hold_rate > 0.3500 (got 0.4264);precision_up < 0.5300 (got 0.4818);precision_down < 0.5100 (got 0.4628);rl_up_accuracy < 0.5200 (got 0.4678),-0.5647499042749405,-0.7089434168487787,0.42641509433962266,0.5735849056603773,0.46710526315789475,0.11037735849056604,0.48175182481751827,0.46284501061571126,0.42641509433962266,0.5735849056603773,0.46710526315789475,0.11037735849056604,0.48175182481751827,0.46284501061571126,0.49,0.02,0.23835172659309362,0.4678030303030303,0.4933712121212121,0.6690391459074733,0.0691588785046729,0.02169811320754717,0.09339622641509433,0.4827031375703942,0.5076427996781979,0.48375451263537905,0.5138387484957883,0.49879663056558365,0.5210527705331052,0.0026760108433680602,0.00018725724649054832,0.0,0.0006016847172082285,0.0,0.5210527705331052,-0.002840909090909116,-0.008522727272727348,0.0,0.0
38,0,4944,6004,7064,50,0,0.5731496636953494,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.5000);hold_rate > 0.3500 (got 0.4151);conflict_rate > 0.1500 (got 0.1604);precision_down < 0.5100 (got 0.4823);rl_up_accuracy < 0.5200 (got 0.4801),-0.6822623344063758,-0.21951366312801837,0.41509433962264153,0.5849056603773585,0.5,0.16037735849056603,0.53125,0.4823232323232323,0.41509433962264153,0.5849056603773585,0.5,0.16037735849056603,0.53125,0.4823232323232323,0.49,0.02,0.2455500177999288,0.48011363636363635,0.5123106060606061,0.5300546448087432,0.005825242718446602,0.026415094339622643,0.1471698113207547,0.48109412711182625,0.5092518101367659,0.4825511432009627,0.5210589651022864,0.5018050541516246,0.5606496636953493,0.0026167436661674783,0.00018742808643038909,0.012500000000000023,0.0030084235860409203,0.0,0.5731496636953494,0.012310606060606077,0.018939393939393978,0.012310606060606077,0.018939393939393978
39,0,4944,6004,7064,50,0,0.5287517213891841,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4929);hold_rate > 0.3500 (got 0.3991);precision_down < 0.5100 (got 0.4626);rl_up_accuracy < 0.5200 (got 0.4915),-0.43954933185875417,-0.5023085491359234,0.39905660377358493,0.6009433962264151,0.49293563579277866,0.07547169811320754,0.532608695652174,0.4626038781163435,0.39905660377358493,0.6009433962264151,0.49293563579277866,0.07547169811320754,0.532608695652174,0.4626038781163435,0.49,0.02,0.273869704521182,0.4914772727272727,0.5066287878787878,0.4934823091247672,0.20153550863723607,0.01981132075471698,0.14056603773584905,0.47385358004827033,0.500402252614642,0.4861612515042118,0.5174488567990373,0.5018050541516246,0.5242062668437296,0.0026459478043274424,0.0001847741919991661,0.004545454545454542,0.0,0.0,0.5287517213891841,0.011363636363636354,-0.005681818181818232,0.011363636363636354,0.0
40,0,4944,6004,7064,50,0,0.5618824171489382,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4940);hold_rate > 0.3500 (got 0.3736);conflict_rate > 0.1500 (got 0.1717);precision_up < 0.5300 (got 0.5267);precision_down < 0.5100 (got 0.4751);rl_up_accuracy < 0.5200 (got 0.4953),-0.6252023809552193,-0.4433440839648247,0.37358490566037733,0.6264150943396226,0.4939759036144578,0.17169811320754716,0.5267489711934157,0.4750593824228028,0.37358490566037733,0.6264150943396226,0.4939759036144578,0.17169811320754716,0.5267489711934157,0.4750593824228028,0.49,0.02,0.25630473478106086,0.4952651515151515,0.4981060606060606,0.49343339587242024,0.033962264150943396,0.026415094339622643,0.12169811320754717,0.48028962188254226,0.502815768302494,0.48375451263537905,0.5102286401925391,0.4969915764139591,0.5613299611813198,0.0026646884931054013,0.00017997142202062056,0.0015151515151515138,-0.004813477737665495,0.000962695547533099,0.5618824171489382,0.0037878787878787845,-0.008522727272727237,0.0037878787878787845,0.0
41,0,4944,6004,7064,50,0,0.5604703165754591,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4852);precision_up < 0.5300 (got 0.5236);precision_down < 0.5100 (got 0.4637);rl_up_accuracy < 0.5200 (got 0.4877),-0.4822000501602888,-0.4391473522335291,0.3311320754716981,0.6688679245283019,0.48519040902679833,0.08773584905660377,0.5236220472440944,0.46373626373626375,0.3311320754716981,0.6688679245283019,0.48519040902679833,0.08773584905660377,0.5236220472440944,0.46373626373626375,0.49,0.02,0.2960555357778569,0.4876893939393939,0.5,0.5009242144177449,0.022727272727272728,0.02547169811320755,0.10849056603773585,0.4778761061946903,0.49557522123893805,0.4897713598074609,0.5090252707581228,0.4993983152827918,0.5597127408178834,0.0029987243620552264,0.00011966639550751242,0.0007575757575757569,0.0024067388688327473,0.0,0.5604703165754591,-0.007575757575757569,0.0018939393939393923,0.0,0.0018939393939393923
42,0,4944,6004,7064,50,0,0.49329470847579976,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4935);precision_up < 0.5300 (got 0.5189);precision_down < 0.5100 (got 0.4851);rl_up_accuracy < 0.5200 (got 0.4867),-0.5966985385417938,-0.5361469517350197,0.19716981132075473,0.8028301886792453,0.4935370152761457,0.08490566037735849,0.5188679245283019,0.48513302034428796,0.19716981132075473,0.8028301886792453,0.4935370152761457,0.08490566037735849,0.5188679245283019,0.48513302034428796,0.49,0.02,0.3625845496618013,0.48674242424242425,0.5085227272727273,0.5756457564575646,0.2947976878612717,0.03679245283018868,0.14339622641509434,0.4778761061946903,0.504424778761062,0.4861612515042118,0.516245487364621,0.5012033694344163,0.48988561756670884,0.0026811586767851226,0.00011516741963091105,0.003409090909090917,0.0018050541516245189,0.0,0.49329470847579976,-0.0009469696969696684,0.008522727272727293,0.0,0.008522727272727293
43,0,4944,6004,7064,50,0,0.4359280940612411,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4849);precision_up < 0.5300 (got 0.4939);precision_down < 0.5100 (got 0.4829);rl_up_accuracy < 0.5200 (got 0.4773),-0.5687920703291893,-0.5707391554564238,0.15377358490566037,0.8462264150943396,0.48494983277591974,0.045283018867924525,0.49390243902439024,0.4829467939972715,0.15377358490566037,0.8462264150943396,0.48494983277591974,0.045283018867924525,0.49390243902439024,0.4829467939972715,0.49,0.02,0.39179423282306874,0.4772727272727273,0.5018939393939394,0.677536231884058,0.45627376425855515,0.02830188679245283,0.07924528301886792,0.4770716009654063,0.48431214802896216,0.48375451263537905,0.5174488567990373,0.5006016847172081,0.43604843100468277,0.0026695881621212015,9.592536251098541e-05,0.0,-0.0006016847172082285,0.0001203369434416457,0.4359280940612411,-0.009469696969696961,-0.006628787878787845,0.0,0.0
44,0,4944,6004,7064,50,0,0.4203715811672139,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4930);precision_up < 0.5300 (got 0.5265);precision_down < 0.5100 (got 0.4832);rl_up_accuracy < 0.5200 (got 0.4915),-0.5601695986241102,-0.515,0.05849056603773585,0.9415094339622642,0.49298597194388777,0.09056603773584905,0.5265486725663717,0.483160621761658,0.05849056603773585,0.9415094339622642,0.49298597194388777,0.09056603773584905,0.5265486725663717,0.483160621761658,0.51,0.02,0.42211463154147383,0.4914772727272727,0.48863636363636365,0.527001862197393,0.6703703703703704,0.027358490566037737,0.07830188679245283,0.4770716009654063,0.4778761061946903,0.48375451263537905,0.48495788206979545,0.4843561973525873,0.4179388604583199,0.002502937090976911,8.25431854921208e-05,0.005681818181818166,-0.016245487364620836,0.0032490974729241675,0.4203715811672139,0.014204545454545414,-0.013257575757575801,0.014204545454545414,0.0
45,0,4944,6004,7064,50,0,0.3775838082813856,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4861);conflict_rate > 0.1500 (got 0.1774);precision_up < 0.5300 (got 0.5210);precision_down < 0.5100 (got 0.4791);rl_up_accuracy < 0.5200 (got 0.4820),-0.440456236243248,-0.582622075766325,0.052830188679245285,0.9471698113207547,0.4860557768924303,0.17735849056603772,0.5209580838323353,0.47909199522102747,0.052830188679245285,0.9471698113207547,0.4860557768924303,0.17735849056603772,0.5209580838323353,0.47909199522102747,0.51,0.02,0.37872552509789964,0.48200757575757575,0.48295454545454547,0.506398537477148,0.8608058608058609,0.05,0.06320754716981132,0.46983105390185037,0.4762670957361223,0.49217809867629364,0.4861612515042118,0.4891696750902527,0.3775838082813856,0.0030096000485937994,8.246349022858026e-05,0.0,0.004813477737665439,0.0,0.3775838082813856,-0.009469696969696961,-0.005681818181818177,0.0,0.0
46,0,4944,6004,7064,50,0,0.316526503910814,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4708);precision_up < 0.5300 (got 0.4839);precision_down < 0.5100 (got 0.4704);rl_up_accuracy < 0.5200 (got 0.4706),-0.6804277186095714,-0.487703868791461,0.03207547169811321,0.9679245283018868,0.47076023391812866,0.12169811320754717,0.4838709677419355,0.47035175879396984,0.03207547169811321,0.9679245283018868,0.47076023391812866,0.12169811320754717,0.4838709677419355,0.47035175879396984,0.51,0.02,0.4002073691705233,0.4706439393939394,0.4791666666666667,0.7245080500894454,0.9781818181818182,0.048113207547169815,0.013207547169811321,0.46178600160901045,0.48109412711182625,0.4861612515042118,0.48856799037304455,0.4873646209386282,0.3168875147411389,0.00421594650324994,0.00010049364319724403,0.0,-0.0018050541516245189,0.0003610108303249038,0.316526503910814,-0.011363636363636354,-0.0037878787878787845,0.0,0.0
47,0,4944,6004,7064,50,0,0.3259916196248123,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4636);precision_up < 0.5300 (got 0.4000);precision_down < 0.5100 (got 0.4670);rl_up_accuracy < 0.5200 (got 0.4706),-0.6362027933597565,-0.5972419088929892,0.06792452830188679,0.9320754716981132,0.46356275303643724,0.11132075471698114,0.4,0.4669509594882729,0.06792452830188679,0.9320754716981132,0.46356275303643724,0.11132075471698114,0.4,0.4669509594882729,0.51,0.02,0.38397650409398365,0.4706439393939394,0.48295454545454547,0.7423971377459749,0.9340659340659341,0.03490566037735849,0.03679245283018868,0.4690265486725664,0.48592115848753015,0.48375451263537905,0.48736462093862815,0.4855595667870036,0.3248374789399857,0.005200248683236671,0.00013209950206570064,0.0015151515151515138,-0.0018050541516245744,0.0003610108303249149,0.3259916196248123,0.0,0.0037878787878787845,0.0,0.0037878787878787845
48,0,4944,6004,7064,50,0,0.35097235908364055,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4665);conflict_rate > 0.1500 (got 0.2160);precision_up < 0.5300 (got 0.4750);precision_down < 0.5100 (got 0.4658);rl_up_accuracy < 0.5200 (got 0.4801),-0.38,-0.5064225378036499,0.04150943396226415,0.9584905660377359,0.46653543307086615,0.2160377358490566,0.475,0.4658119658119658,0.04150943396226415,0.9584905660377359,0.46653543307086615,0.2160377358490566,0.475,0.4658119658119658,0.51,0.02,0.350564257742969,0.48011363636363635,0.4772727272727273,0.5737704918032787,0.9963768115942029,0.031132075471698113,0.012264150943396227,0.47224456958970235,0.4770716009654063,0.4789410348977136,0.48856799037304455,0.48375451263537905,0.3475454911260867,0.005659436016516349,0.00015207843322252208,0.0037878787878787845,-0.0018050541516245744,0.0003610108303249149,0.35097235908364055,0.009469696969696961,-0.005681818181818177,0.009469696969696961,0.0
49,0,4944,6004,7064,50,0,0.3755173390528989,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4672);conflict_rate > 0.1500 (got 0.2623);precision_up < 0.5300 (got 0.4516);precision_down < 0.5100 (got 0.4682);rl_up_accuracy < 0.5200 (got 0.4858),-0.6052498626112938,-0.485,0.06509433962264151,0.9349056603773584,0.467204843592331,0.2622641509433962,0.45161290322580644,0.4682454251883746,0.06509433962264151,0.9349056603773584,0.467204843592331,0.2622641509433962,0.45161290322580644,0.4682454251883746,0.51,0.02,0.3222374510501958,0.48579545454545453,0.4791666666666667,0.4880294659300184,0.9818181818181818,0.024528301886792454,0.017924528301886792,0.47304907481898634,0.4835076427996782,0.48014440433212996,0.48736462093862815,0.48375451263537905,0.37248703602259586,0.005919986860086055,0.0001456179178925897,0.0030303030303030277,0.0,0.0,0.3755173390528989,0.005681818181818177,0.0018939393939393923,0.005681818181818177,0.0018939393939393923
50,0,4944,6004,7064,50,0,0.41079891744388425,0.8191449646351853,0.0,action_accuracy_non_hold < 0.5300 (got 0.4745);conflict_rate > 0.1500 (got 0.2755);precision_up < 0.5300 (got 0.5034);precision_down < 0.5100 (got 0.4693);rl_up_accuracy < 0.5200 (got 0.4924),-0.6525707547068597,-0.45856583447754384,0.09339622641509433,0.9066037735849056,0.4745057232049948,0.27547169811320754,0.5034013605442177,0.4692874692874693,0.09339622641509433,0.9066037735849056,0.4745057232049948,0.27547169811320754,0.5034013605442177,0.4692874692874693,0.5,0.02,0.3116838732645069,0.49242424242424243,0.4810606060606061,0.43283582089552236,0.8576642335766423,0.02358490566037736,0.0509433962264151,0.4658085277554304,0.49477071600965405,0.48495788206979545,0.49097472924187724,0.4879663056558363,0.40738982653479333,0.005972377200076791,0.00013107878549956992,0.003409090909090917,0.004211793020457266,0.0,0.41079891744388425,0.006628787878787901,0.0018939393939393923,0.006628787878787901,0.0018939393939393923
