episode,reward,best_reward,mutation_count,mutation_rate,mutated_keys,explore,adaptation_good,adaptation_failures,decision_hold_rate,decision_action_rate,decision_action_accuracy_non_hold,decision_conflict_rate,decision_precision_up,decision_precision_down,hold_rate,action_rate,action_accuracy_non_hold,conflict_rate,precision_up,precision_down,sup_up_accuracy,sup_up_f1,sup_down_accuracy,sup_down_f1,rl_up_accuracy,rl_up_hold_rate,rl_down_accuracy,rl_down_hold_rate,score_base,score_improve,score,delta_up_accuracy,delta_down_accuracy,improve_up_accuracy,improve_down_accuracy,param.features.list_of_features,param.features.window_size_K,param.supervised.epochs,param.supervised.batch_size,param.supervised.lr,param.supervised.weight_decay,param.supervised.hidden_dim,param.supervised.early_stopping_patience,param.decision_rule.T_min,param.decision_rule.delta_min,param.decision_rule.use_best_from_scan,param.decision_rule.scan_min,param.decision_rule.scan_max,param.decision_rule.scan_step,param.rl.episodes,param.rl.steps_per_episode,param.rl.gamma,param.rl.lr,param.rl.entropy_bonus,param.rl.reward.R_correct,param.rl.reward.R_wrong,param.rl.reward.R_opposite,param.rl.reward.R_hold,param.rl.policy_hidden_dim
29,0.6956995402965663,1.26542207933814,2,0.08333333333333333,"rl.reward.R_opposite,supervised.weight_decay",0,0.0,rl_up_accuracy < 0.5200 (got 0.5178),0.3469551282051282,0.6530448717948718,0.5460122699386503,0.12419871794871795,0.5577889447236181,0.5137614678899083,0.3469551282051282,0.6530448717948718,0.5460122699386503,0.12419871794871795,0.5577889447236181,0.5137614678899083,0.5328525641025641,0.5240816326530612,0.530448717948718,0.3233256351039261,0.5178467533330688,0.4257000000000001,0.47553294025389653,0.49119999999999997,0.6956995402965663,0.0,0.6956995402965663,-0.0016025641025640969,-0.0024038461538461453,0.0,0.0,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.0005,0.0,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,1.5,0.4,128
30,0.8130991042022864,1.26542207933814,2,0.08333333333333333,"rl.reward.R_hold,features.list_of_features",0,0.0,precision_down < 0.5100 (got 0.4940);rl_up_accuracy < 0.5200 (got 0.5148),0.26383319967923013,0.7361668003207699,0.5315904139433552,0.07056936647955092,0.545727136431784,0.4940239043824701,0.26383319967923013,0.7361668003207699,0.5315904139433552,0.07056936647955092,0.545727136431784,0.4940239043824701,0.520449077786688,0.5746799431009957,0.53728949478749,0.38682252922422955,0.5148064591380117,0.5054,0.48622370961645417,0.5107,0.8103627934667775,0.002736310735508818,0.8130991042022864,-0.012403486315876067,0.006840776838772045,0.0,0.006840776838772045,"['returns', 'log_returns', 'sma_5', 'sma_20', 'ema_12', 'ema_26', 'ema_diff', 'momentum_10', 'roc_5']",32,50,64,0.0005,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.3,128
31,0.8616121478695175,1.26542207933814,2,0.08333333333333333,"features.window_size_K,rl.reward.R_opposite",0,0.0,precision_down < 0.5100 (got 0.3846),0.27577937649880097,0.7242206235011991,0.5353200883002207,0.0031974420463629096,0.5420991926182238,0.38461538461538464,0.27577937649880097,0.7242206235011991,0.5353200883002207,0.0031974420463629096,0.5420991926182238,0.38461538461538464,0.5443645083932853,0.6090534979423868,0.5259792166266987,0.029459901800327332,0.523175995070833,0.43000000000000005,0.4830603738587665,0.5248,0.8520459756268786,0.009566172242638915,0.8616121478695175,0.023915430606597288,-0.011310278160791332,0.023915430606597288,0.0,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",16,50,64,0.0005,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,1.5,0.4,128
32,0.6192420976295014,1.26542207933814,12,0.5,"supervised.lr,rl.policy_hidden_dim,features.list_of_features,rl.reward.R_hold,rl.lr,rl.entropy_bonus,decision_rule.T_min,supervised.hidden_dim,decision_rule.delta_min,rl.reward.R_opposite,features.window_size_K,supervised.weight_decay",1,0.0,action_accuracy_non_hold < 0.5300 (got 0.5271);hold_rate > 0.3500 (got 0.3939);precision_down < 0.5100 (got 0.5033);rl_up_accuracy < 0.5200 (got 0.5149),0.3939151321056846,0.6060848678943155,0.5270805812417437,0.10728582866293035,0.5625,0.5033112582781457,0.3939151321056846,0.6060848678943155,0.5270805812417437,0.10728582866293035,0.5625,0.5033112582781457,0.5180144115292233,0.46345811051693403,0.5164131305044035,0.5065359477124183,0.5148688788884349,0.4654,0.47541494800235873,0.5332,0.6192420976295014,0.0,0.6192420976295014,-0.026350096864061978,-0.009566086122295148,0.0,0.0,"['returns', 'log_returns', 'volatility', 'volatility_20', 'range', 'body', 'upper_wick', 'lower_wick', 'volume', 'volume_change', 'volume_zscore_20', 'sma_5', 'sma_20', 'ema_12', 'ema_26', 'ema_diff', 'rsi_14', 'roc_5', 'momentum_10', 'atr_14']",16,50,64,0.001,0.0,128,10,0.45,0.08,True,0.45,0.75,0.01,50,200,0.99,0.001,0.0,1.0,1.0,1.5,0.3,64
33,0.8545214903130375,1.26542207933814,2,0.08333333333333333,"rl.entropy_bonus,rl.reward.R_opposite",0,0.0,rl_up_accuracy < 0.5200 (got 0.5181),0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.5208333333333334,0.5858725761772853,0.5352564102564102,0.2731829573934837,0.5180552829411484,0.42500000000000004,0.47577203222138,0.49019999999999997,0.8458566096905907,0.008664880622446703,0.8545214903130375,0.0028189218041100306,0.018843279752006725,0.0028189218041100306,0.018843279752006725,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.0005,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.0,1.0,1.0,1.5,0.4,128
34,0.8298757420051012,1.26542207933814,2,0.08333333333333333,"rl.lr,decision_rule.delta_min",0,0.0,rl_up_accuracy < 0.5200 (got 0.5147),0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.5208333333333334,0.5858725761772853,0.5352564102564102,0.2731829573934837,0.5146512803698855,0.38919999999999993,0.47627186429328733,0.5855999999999999,0.8298757420051012,0.0,0.8298757420051012,0.0,0.0,0.0,0.0,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.0005,0.0001,64,10,0.6,0.04,True,0.45,0.75,0.01,50,200,0.99,0.001,0.02,1.0,1.0,2.0,0.4,128
35,0.8584490677291713,1.26542207933814,2,0.08333333333333333,"features.window_size_K,rl.entropy_bonus",0,0.0,precision_down < 0.5100 (got 0.3846),0.27577937649880097,0.7242206235011991,0.5353200883002207,0.0031974420463629096,0.5420991926182238,0.38461538461538464,0.27577937649880097,0.7242206235011991,0.5353200883002207,0.0031974420463629096,0.5420991926182238,0.38461538461538464,0.5443645083932853,0.6090534979423868,0.5259792166266987,0.029459901800327332,0.5228490091779804,0.44489999999999996,0.4828754220009722,0.5317000000000001,0.8490365977051905,0.00941247002398078,0.8584490677291713,0.023531175059951948,-0.009277193629711578,0.023531175059951948,0.0,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",16,50,64,0.0005,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.0,1.0,1.0,2.0,0.4,128
36,0.8020098366573195,1.26542207933814,2,0.08333333333333333,"rl.policy_hidden_dim,features.list_of_features",0,0.0,precision_down < 0.5100 (got 0.4940);rl_up_accuracy < 0.5200 (got 0.5140),0.26383319967923013,0.7361668003207699,0.5315904139433552,0.07056936647955092,0.545727136431784,0.4940239043824701,0.26383319967923013,0.7361668003207699,0.5315904139433552,0.07056936647955092,0.545727136431784,0.4940239043824701,0.520449077786688,0.5746799431009957,0.53728949478749,0.38682252922422955,0.5139884816619851,0.5307,0.4832150281700312,0.5556,0.797485725393003,0.004524111264316533,0.8020098366573195,-0.023915430606597288,0.011310278160791332,0.0,0.011310278160791332,"['returns', 'log_returns', 'sma_5', 'sma_20', 'ema_12', 'ema_26', 'ema_diff', 'momentum_10', 'roc_5']",32,50,64,0.0005,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.4,64
37,0.9077051920659879,1.26542207933814,2,0.08333333333333333,"supervised.lr,rl.reward.R_hold",0,0.0,rl_up_accuracy < 0.5200 (got 0.5181),0.2299679487179487,0.7700320512820513,0.5525494276795005,0.03445512820512821,0.5513447432762836,0.5594405594405595,0.2299679487179487,0.7700320512820513,0.5525494276795005,0.03445512820512821,0.5513447432762836,0.5594405594405595,0.5336538461538461,0.625,0.5408653846153846,0.2899628252788104,0.5180853027485703,0.4343,0.47549142190970095,0.5093,0.9009929287879668,0.0067122632780210805,0.9077051920659879,0.013204768367158115,0.003575889827894585,0.013204768367158115,0.003575889827894585,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.001,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.3,128
38,0.8526165829607508,1.26542207933814,2,0.08333333333333333,"features.window_size_K,rl.reward.R_hold",0,0.0,precision_down < 0.5100 (got 0.3846),0.27577937649880097,0.7242206235011991,0.5353200883002207,0.0031974420463629096,0.5420991926182238,0.38461538461538464,0.27577937649880097,0.7242206235011991,0.5353200883002207,0.0031974420463629096,0.5420991926182238,0.38461538461538464,0.5443645083932853,0.6090534979423868,0.5259792166266987,0.029459901800327332,0.5227100300427747,0.44909999999999994,0.4830342124680363,0.5333,0.8483323180649751,0.004284264895775669,0.8526165829607508,0.010710662239439173,-0.014886167988685917,0.010710662239439173,0.0,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",16,50,64,0.0005,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.3,128
39,0.8447190388789693,1.26542207933814,2,0.08333333333333333,"rl.reward.R_hold,rl.entropy_bonus",0,0.0,rl_up_accuracy < 0.5200 (got 0.5182),0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.5208333333333334,0.5858725761772853,0.5352564102564102,0.2731829573934837,0.5181706573878828,0.43400000000000005,0.47544322433924735,0.5094,0.8410081614270847,0.0037108774518846313,0.8447190388789693,-0.023531175059951948,0.009277193629711578,0.0,0.009277193629711578,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.0005,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.0,1.0,1.0,2.0,0.3,128
40,0.9103505360346006,1.26542207933814,2,0.08333333333333333,"supervised.lr,decision_rule.delta_min",0,0.0,rl_up_accuracy < 0.5200 (got 0.5179),0.2299679487179487,0.7700320512820513,0.5525494276795005,0.03445512820512821,0.5513447432762836,0.5594405594405595,0.2299679487179487,0.7700320512820513,0.5525494276795005,0.03445512820512821,0.5513447432762836,0.5594405594405595,0.5336538461538461,0.625,0.5408653846153846,0.2899628252788104,0.5178721796958464,0.4348,0.47653751437315994,0.5009999999999999,0.9029787411628057,0.007371794871794846,0.9103505360346006,0.012820512820512775,0.005608974358974339,0.012820512820512775,0.005608974358974339,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.001,0.0001,64,10,0.6,0.04,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.4,128
41,0.8255587122772318,1.26542207933814,2,0.08333333333333333,"supervised.hidden_dim,features.list_of_features",0,0.0,rl_up_accuracy < 0.5200 (got 0.5156);rl_down_hold_rate > 0.6000 (got 0.6289),0.2806736166800321,0.7193263833199679,0.5484949832775919,0.020850040096230954,0.5500603136308806,0.5294117647058824,0.2806736166800321,0.7193263833199679,0.5484949832775919,0.020850040096230954,0.5500603136308806,0.5294117647058824,0.5404971932638332,0.6300839251129761,0.5300721732157178,0.16524216524216523,0.5156032958209411,0.4579,0.4854477476871424,0.6289,0.8228213734332369,0.002737338843994808,0.8255587122772318,0.006843347109987019,-0.010793211399666824,0.006843347109987019,0.0,"['returns', 'log_returns', 'volatility', 'volatility_20', 'range', 'body', 'upper_wick', 'lower_wick', 'volume', 'volume_change', 'volume_zscore_20', 'sma_5', 'sma_20', 'ema_12', 'ema_26', 'ema_diff', 'rsi_14', 'roc_5', 'momentum_10', 'atr_14']",32,50,64,0.0005,0.0001,128,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.4,128
42,0.8790420208867178,1.26542207933814,2,0.08333333333333333,"features.window_size_K,supervised.lr",0,1.0,,0.26298960831334933,0.7370103916866507,0.5498915401301518,0.01598721023181455,0.5562913907284768,0.5209580838323353,0.26298960831334933,0.7370103916866507,0.5498915401301518,0.01598721023181455,0.5562913907284768,0.5209580838323353,0.542765787370104,0.6103542234332425,0.5507593924860112,0.30617283950617286,0.5227302907931791,0.4462,0.48270168596398455,0.5313,0.8698596955360921,0.009182325350625709,0.8790420208867178,0.0022685941062707826,0.02068721927029349,0.0022685941062707826,0.02068721927029349,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",16,50,64,0.001,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.4,128
43,0.8123160813460115,1.26542207933814,2,0.08333333333333333,"features.list_of_features,rl.reward.R_opposite",0,0.0,precision_down < 0.5100 (got 0.4940);rl_up_accuracy < 0.5200 (got 0.5138),0.26383319967923013,0.7361668003207699,0.5315904139433552,0.07056936647955092,0.545727136431784,0.4940239043824701,0.26383319967923013,0.7361668003207699,0.5315904139433552,0.07056936647955092,0.545727136431784,0.4940239043824701,0.520449077786688,0.5746799431009957,0.53728949478749,0.38682252922422955,0.5138444052725228,0.49770000000000003,0.48381295624728365,0.49900000000000005,0.8123160813460115,0.0,0.8123160813460115,-0.022316709583415917,-0.01346989769852125,0.0,0.0,"['returns', 'log_returns', 'sma_5', 'sma_20', 'ema_12', 'ema_26', 'ema_diff', 'momentum_10', 'roc_5']",32,50,64,0.0005,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,1.5,0.4,128
44,0.8411618636457429,1.26542207933814,2,0.08333333333333333,"rl.entropy_bonus,rl.reward.R_hold",0,0.0,rl_up_accuracy < 0.5200 (got 0.5182),0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.5208333333333334,0.5858725761772853,0.5352564102564102,0.2731829573934837,0.5181706573878828,0.43400000000000005,0.47544322433924735,0.5094,0.8410081614270847,0.00015370221865813606,0.8411618636457429,0.0003842555466453401,-0.002033084531079754,0.0003842555466453401,0.0,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.0005,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.0,1.0,1.0,2.0,0.3,128
45,0.9103505360346006,1.26542207933814,2,0.08333333333333333,"supervised.lr,decision_rule.delta_min",0,0.0,rl_up_accuracy < 0.5200 (got 0.5179),0.2299679487179487,0.7700320512820513,0.5525494276795005,0.03445512820512821,0.5513447432762836,0.5594405594405595,0.2299679487179487,0.7700320512820513,0.5525494276795005,0.03445512820512821,0.5513447432762836,0.5594405594405595,0.5336538461538461,0.625,0.5408653846153846,0.2899628252788104,0.5178721796958464,0.4348,0.47653751437315994,0.5009999999999999,0.9029787411628057,0.007371794871794846,0.9103505360346006,0.012820512820512775,0.005608974358974339,0.012820512820512775,0.005608974358974339,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.001,0.0001,64,10,0.6,0.08,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.4,128
46,0.8774620751708458,1.26542207933814,2,0.08333333333333333,"supervised.lr,features.window_size_K",0,1.0,,0.26298960831334933,0.7370103916866507,0.5498915401301518,0.01598721023181455,0.5562913907284768,0.5209580838323353,0.26298960831334933,0.7370103916866507,0.5498915401301518,0.01598721023181455,0.5562913907284768,0.5209580838323353,0.542765787370104,0.6103542234332425,0.5507593924860112,0.30617283950617286,0.5227302907931791,0.4462,0.48270168596398455,0.5313,0.8698596955360921,0.007602379634753787,0.8774620751708458,0.009111941216257802,0.009894007870626664,0.009111941216257802,0.009894007870626664,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",16,50,64,0.001,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.4,128
47,0.8432579145928335,1.26542207933814,2,0.08333333333333333,"decision_rule.T_min,rl.entropy_bonus",0,0.0,rl_up_accuracy < 0.5200 (got 0.5181),0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.5208333333333334,0.5858725761772853,0.5352564102564102,0.2731829573934837,0.5180843201825247,0.4342999999999999,0.47653577585629847,0.5001,0.8432579145928335,0.0,0.8432579145928335,-0.021932454036770577,-0.015502982229601003,0.0,0.0,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.0005,0.0001,64,10,0.5,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.0,1.0,1.0,2.0,0.4,128
48,0.7041739944010457,1.26542207933814,2,0.08333333333333333,"supervised.hidden_dim,rl.reward.R_hold",0,0.0,hold_rate > 0.3500 (got 0.3950);rl_up_accuracy < 0.5200 (got 0.5181),0.39503205128205127,0.6049679487179487,0.5562913907284768,0.04487179487179487,0.5602189781021898,0.5458937198067633,0.39503205128205127,0.6049679487179487,0.5562913907284768,0.04487179487179487,0.5602189781021898,0.5458937198067633,0.5328525641025641,0.5511932255581217,0.532051282051282,0.3568281938325991,0.5180853027485703,0.4343,0.47549142190970095,0.5093,0.6993663020933534,0.004807692307692291,0.7041739944010457,0.012019230769230727,-0.0032051282051281937,0.012019230769230727,0.0,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.0005,0.0001,128,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.3,128
49,0.8250485355462724,1.26542207933814,2,0.08333333333333333,"features.window_size_K,supervised.hidden_dim",0,1.0,,0.28776978417266186,0.7122302158273381,0.5432098765432098,0.027977617905675458,0.5511450381679389,0.5211864406779662,0.28776978417266186,0.7122302158273381,0.5432098765432098,0.027977617905675458,0.5511450381679389,0.5211864406779662,0.5315747402078337,0.5728862973760933,0.5299760191846523,0.334841628959276,0.5227302907931791,0.4462,0.48270168596398455,0.5313,0.8250485355462724,0.0,0.8250485355462724,-0.0012778238947304121,-0.0020752628666297346,0.0,0.0,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",16,50,64,0.0005,0.0001,128,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.0005,0.02,1.0,1.0,2.0,0.4,128
50,0.8388739989868157,1.26542207933814,2,0.08333333333333333,"rl.reward.R_opposite,rl.lr",0,0.0,rl_up_accuracy < 0.5200 (got 0.5148),0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.23317307692307693,0.7668269230769231,0.5412748171368861,0.0985576923076923,0.5434782608695652,0.5314285714285715,0.5208333333333334,0.5858725761772853,0.5352564102564102,0.2731829573934837,0.514753164523252,0.36369999999999997,0.47621117359913223,0.5639,0.8367618425581125,0.0021121564287031715,0.8388739989868157,-0.010741406874500314,0.005280391071757928,0.0,0.005280391071757928,"['returns', 'log_returns', 'volatility', 'range', 'volume', 'rsi_14', 'ema_diff']",32,50,64,0.0005,0.0001,64,10,0.6,0.02,True,0.45,0.75,0.01,50,200,0.99,0.001,0.02,1.0,1.0,1.5,0.4,128
