episode,reward,best_reward,adaptation_good,adaptation_failures,up_last_reward,down_last_reward,reset_to_best,decision_hold_rate,decision_action_rate,decision_action_accuracy_non_hold,decision_conflict_rate,decision_precision_up,decision_precision_down,decision_up_rate,decision_down_rate,decision_down_share,hold_rate,action_rate,action_accuracy_non_hold,conflict_rate,precision_up,precision_down,up_rate,down_rate,down_share,decision_hold_rate_trend,decision_action_rate_trend,decision_action_accuracy_non_hold_trend,decision_conflict_rate_trend,decision_precision_up_trend,decision_precision_down_trend,decision_up_rate_trend,decision_down_rate_trend,decision_down_share_trend,hold_rate_trend,action_rate_trend,action_accuracy_non_hold_trend,conflict_rate_trend,precision_up_trend,precision_down_trend,up_rate_trend,down_rate_trend,down_share_trend,decision_hold_rate_flat,decision_action_rate_flat,decision_action_accuracy_non_hold_flat,decision_conflict_rate_flat,decision_precision_up_flat,decision_precision_down_flat,decision_up_rate_flat,decision_down_rate_flat,decision_down_share_flat,hold_rate_flat,action_rate_flat,action_accuracy_non_hold_flat,conflict_rate_flat,precision_up_flat,precision_down_flat,up_rate_flat,down_rate_flat,down_share_flat,rl_up_accuracy,rl_down_accuracy,rl_up_error_balance,rl_down_error_balance,rl_up_hold_rate,rl_down_hold_rate,score_base,score_improve,score,delta_up_accuracy,delta_down_accuracy,improve_up_accuracy,improve_down_accuracy,drift_score
26,-0.4166979662394755,0.007149801085764962,0.0,action_rate < 0.4000 (got 0.1651);hold_rate > 0.3500 (got 0.8349);precision_down < 0.4900 (got 0.0000),-0.4704385757893324,-0.51,1,0.8349358974358975,0.16506410256410256,0.5679611650485437,0.0,0.5679611650485437,0.0,1.0,0.0,0.0,0.8349358974358975,0.16506410256410256,0.5679611650485437,0.0,0.5679611650485437,0.0,1.0,0.0,0.0,0.8349358974358975,0.16506410256410256,0.5679611650485437,0.0,0.5679611650485437,0.0,1.0,0.0,0.0,0.8349358974358975,0.16506410256410256,0.5679611650485437,0.0,0.5679611650485437,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5200320512820513,0.5152243589743589,0.9165275459098498,1.0,0.07051282051282051,0.0,-0.41862104316255244,0.0019230769230769162,-0.4166979662394755,-0.005608974358974339,0.004807692307692291,0.0,0.004807692307692291,0.0
27,-0.17821778826161977,0.007149801085764962,0.0,hold_rate > 0.3500 (got 0.5697);precision_down < 0.4900 (got 0.0000),-0.5176811884343624,-0.6053629680126905,1,0.5697115384615384,0.43028846153846156,0.515828677839851,0.0,0.515828677839851,0.0,1.0,0.0,0.0,0.5697115384615384,0.43028846153846156,0.515828677839851,0.0,0.515828677839851,0.0,1.0,0.0,0.0,0.5697115384615384,0.43028846153846156,0.515828677839851,0.0,0.515828677839851,0.0,1.0,0.0,0.0,0.5697115384615384,0.43028846153846156,0.515828677839851,0.0,0.515828677839851,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5048076923076923,0.5160256410256411,0.7572815533980582,1.0,0.08173076923076923,0.008814102564102564,-0.17853830108213264,0.0003205128205128638,-0.17821778826161977,-0.015224358974359031,0.0008012820512821595,0.0,0.0008012820512821595,0.0
28,-0.246969056936715,0.007149801085764962,0.0,hold_rate > 0.3500 (got 0.5865);precision_down < 0.4900 (got 0.0000),-0.5786345084607601,-0.48572922347486025,1,0.5865384615384616,0.41346153846153844,0.5251937984496124,0.0,0.5251937984496124,0.0,1.0,0.0,0.0,0.5865384615384616,0.41346153846153844,0.5251937984496124,0.0,0.5251937984496124,0.0,1.0,0.0,0.0,0.5865384615384616,0.41346153846153844,0.5251937984496124,0.0,0.5251937984496124,0.0,1.0,0.0,0.0,0.5865384615384616,0.41346153846153844,0.5251937984496124,0.0,0.5251937984496124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5176282051282052,0.5088141025641025,1.0,0.7259380097879282,0.009615384615384616,0.23317307692307693,-0.25209726206492017,0.005128205128205155,-0.246969056936715,0.012820512820512886,-0.007211538461538547,0.012820512820512886,0.0,0.0
29,-0.35910784888782954,0.007149801085764962,0.0,action_rate < 0.4000 (got 0.2372);hold_rate > 0.3500 (got 0.7628);precision_down < 0.4900 (got 0.0000),-0.42,-0.7352993057817221,1,0.7628205128205128,0.23717948717948717,0.5202702702702703,0.0,0.5202702702702703,0.0,1.0,0.0,0.0,0.7628205128205128,0.23717948717948717,0.5202702702702703,0.0,0.5202702702702703,0.0,1.0,0.0,0.0,0.7628205128205128,0.23717948717948717,0.5202702702702703,0.0,0.5202702702702703,0.0,1.0,0.0,0.0,0.7628205128205128,0.23717948717948717,0.5202702702702703,0.0,0.5202702702702703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5104166666666666,0.5152243589743589,0.79050736497545,0.996694214876033,0.10576923076923077,0.005608974358974359,-0.3616719514519321,0.002564102564102555,-0.35910784888782954,-0.007211538461538547,0.0064102564102563875,0.0,0.0064102564102563875,0.0
30,-0.45805683494357985,0.007149801085764962,0.0,action_rate < 0.4000 (got 0.1402);hold_rate > 0.3500 (got 0.8598);precision_down < 0.4900 (got 0.0000),-0.5729415906816722,-0.6511271571218967,1,0.8597756410256411,0.14022435897435898,0.5371428571428571,0.0,0.5371428571428571,0.0,1.0,0.0,0.0,0.8597756410256411,0.14022435897435898,0.5371428571428571,0.0,0.5371428571428571,0.0,1.0,0.0,0.0,0.8597756410256411,0.14022435897435898,0.5371428571428571,0.0,0.5371428571428571,0.0,1.0,0.0,0.0,0.8597756410256411,0.14022435897435898,0.5371428571428571,0.0,0.5371428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5224358974358975,0.5152243589743589,0.8657718120805369,1.0,0.125,0.009615384615384616,-0.4628645272512722,0.004807692307692336,-0.45805683494357985,0.012019230769230838,0.0,0.012019230769230838,0.0,0.0
31,-0.4769882065997701,0.007149801085764962,0.0,action_accuracy_non_hold < 0.5100 (got 0.4900);action_rate < 0.4000 (got 0.0801);hold_rate > 0.3500 (got 0.9199);precision_up < 0.5100 (got 0.4900);precision_down < 0.4900 (got 0.0000);rl_up_accuracy < 0.5000 (got 0.4952),-0.34837116599082946,-0.33692443798482413,1,0.9198717948717948,0.08012820512820513,0.49,0.0,0.49,0.0,1.0,0.0,0.0,0.9198717948717948,0.08012820512820513,0.49,0.0,0.49,0.0,1.0,0.0,0.0,0.9198717948717948,0.08012820512820513,0.49,0.0,0.49,0.0,1.0,0.0,0.0,0.9198717948717948,0.08012820512820513,0.49,0.0,0.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4951923076923077,0.5080128205128205,0.36507936507936506,0.9413680781758957,0.16506410256410256,0.09134615384615384,-0.4769882065997701,0.0,-0.4769882065997701,-0.027243589743589758,-0.007211538461538436,0.0,0.0,0.0
32,-0.10625271171033084,0.007149801085764962,0.0,hold_rate > 0.3500 (got 0.4816);precision_down < 0.4900 (got 0.0000),-0.5187252593040467,-0.38,1,0.48157051282051283,0.5184294871794872,0.5409582689335394,0.0,0.5409582689335394,0.0,1.0,0.0,0.0,0.48157051282051283,0.5184294871794872,0.5409582689335394,0.0,0.5409582689335394,0.0,1.0,0.0,0.0,0.48157051282051283,0.5184294871794872,0.5409582689335394,0.0,0.5409582689335394,0.0,1.0,0.0,0.0,0.48157051282051283,0.5184294871794872,0.5409582689335394,0.0,0.5409582689335394,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5152243589743589,0.9933884297520661,1.0,0.035256410256410256,0.0,-0.1171501476077667,0.010897435897435859,-0.10625271171033084,0.02003205128205121,0.007211538461538436,0.02003205128205121,0.007211538461538436,0.0
33,-0.3502047146401985,0.007149801085764962,0.0,action_rate < 0.4000 (got 0.2484);hold_rate > 0.3500 (got 0.7516);precision_down < 0.4900 (got 0.0000),-0.4764658085107803,-0.635,1,0.7516025641025641,0.2483974358974359,0.5451612903225806,0.0,0.5451612903225806,0.0,1.0,0.0,0.0,0.7516025641025641,0.2483974358974359,0.5451612903225806,0.0,0.5451612903225806,0.0,1.0,0.0,0.0,0.7516025641025641,0.2483974358974359,0.5451612903225806,0.0,0.5451612903225806,0.0,1.0,0.0,0.0,0.7516025641025641,0.2483974358974359,0.5451612903225806,0.0,0.5451612903225806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128205128205128,0.5152243589743589,0.9375,1.0,0.04326923076923077,0.0,-0.3502047146401985,0.0,-0.3502047146401985,-0.0024038461538461453,0.0,0.0,0.0,0.0
34,-0.4415472037101341,0.007149801085764962,0.0,action_rate < 0.4000 (got 0.0353);hold_rate > 0.3500 (got 0.9647);precision_down < 0.4900 (got 0.0000);rl_up_accuracy < 0.5000 (got 0.4776),-0.5361615256220102,-0.5961297959834337,1,0.9647435897435898,0.035256410256410256,0.6136363636363636,0.0,0.6136363636363636,0.0,1.0,0.0,0.0,0.9647435897435898,0.035256410256410256,0.6136363636363636,0.0,0.6136363636363636,0.0,1.0,0.0,0.0,0.9647435897435898,0.035256410256410256,0.6136363636363636,0.0,0.6136363636363636,0.0,1.0,0.0,0.0,0.9647435897435898,0.035256410256410256,0.6136363636363636,0.0,0.6136363636363636,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4775641025641026,0.5136217948717948,0.26380368098159507,0.9901153212520593,0.20192307692307693,0.020833333333333332,-0.4415472037101341,0.0,-0.4415472037101341,-0.03525641025641019,-0.0016025641025640969,0.0,0.0,0.0
35,-0.23817739589016193,0.007149801085764962,0.0,action_rate < 0.4000 (got 0.3750);hold_rate > 0.3500 (got 0.6250);precision_down < 0.4900 (got 0.0000),-0.6691437209695578,-0.35,1,0.625,0.375,0.5363247863247863,0.0,0.5363247863247863,0.0,1.0,0.0,0.0,0.625,0.375,0.5363247863247863,0.0,0.5363247863247863,0.0,1.0,0.0,0.0,0.625,0.375,0.5363247863247863,0.0,0.5363247863247863,0.0,1.0,0.0,0.0,0.625,0.375,0.5363247863247863,0.0,0.5363247863247863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5104166666666666,0.5152243589743589,0.8036006546644845,1.0,0.17147435897435898,0.0,-0.2519594471722132,0.013782051282051256,-0.23817739589016193,0.03285256410256404,0.0016025641025640969,0.03285256410256404,0.0016025641025640969,0.0
36,-0.20815016652641463,0.007149801085764962,0.0,hold_rate > 0.3500 (got 0.5841);precision_down < 0.4900 (got 0.0000),-0.5380146663337946,-0.56,1,0.5841346153846154,0.41586538461538464,0.5452793834296724,0.0,0.5452793834296724,0.0,1.0,0.0,0.0,0.5841346153846154,0.41586538461538464,0.5452793834296724,0.0,0.5452793834296724,0.0,1.0,0.0,0.0,0.5841346153846154,0.41586538461538464,0.5452793834296724,0.0,0.5452793834296724,0.0,1.0,0.0,0.0,0.5841346153846154,0.41586538461538464,0.5452793834296724,0.0,0.5452793834296724,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5152243589743589,0.996694214876033,1.0,0.040865384615384616,0.0,-0.21007324344949155,0.0019230769230769162,-0.20815016652641463,0.004807692307692291,0.0,0.004807692307692291,0.0,0.0
37,-0.01649979041013554,0.007149801085764962,0.0,hold_rate > 0.3500 (got 0.3758);precision_down < 0.4900 (got 0.0000),-0.275,-0.47,1,0.37580128205128205,0.624198717948718,0.5340179717586649,0.0,0.5340179717586649,0.0,1.0,0.0,0.0,0.37580128205128205,0.624198717948718,0.5340179717586649,0.0,0.5340179717586649,0.0,1.0,0.0,0.0,0.37580128205128205,0.624198717948718,0.5340179717586649,0.0,0.5340179717586649,0.0,1.0,0.0,0.0,0.37580128205128205,0.624198717948718,0.5340179717586649,0.0,0.5340179717586649,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5160256410256411,0.5152243589743589,0.9966887417218543,1.0,0.007211538461538462,0.0,-0.016820303230648405,0.0003205128205128638,-0.01649979041013554,0.0008012820512821595,0.0,0.0008012820512821595,0.0,0.0
38,-0.0863205702739389,0.007149801085764962,0.0,hold_rate > 0.3500 (got 0.4607);precision_down < 0.4900 (got 0.0000),-0.4124635569006205,-0.4651587692052126,1,0.46073717948717946,0.5392628205128205,0.5586924219910847,0.0,0.5586924219910847,0.0,1.0,0.0,0.0,0.46073717948717946,0.5392628205128205,0.5586924219910847,0.0,0.5586924219910847,0.0,1.0,0.0,0.0,0.46073717948717946,0.5392628205128205,0.5586924219910847,0.0,0.5586924219910847,0.0,1.0,0.0,0.0,0.46073717948717946,0.5392628205128205,0.5586924219910847,0.0,0.5586924219910847,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5168269230769231,0.5136217948717948,0.9966832504145937,0.9934102141680395,0.017628205128205128,0.002403846153846154,-0.08664108309445172,0.0003205128205128194,-0.0863205702739389,0.0008012820512820484,-0.0016025641025640969,0.0008012820512820484,0.0,0.0
39,-0.091507571163049,0.007149801085764962,0.0,hold_rate > 0.3500 (got 0.4391);precision_down < 0.4900 (got 0.0000),-0.575,-0.4794785784780979,1,0.4391025641025641,0.5608974358974359,0.5371428571428571,0.0,0.5371428571428571,0.0,1.0,0.0,0.0,0.4391025641025641,0.5608974358974359,0.5371428571428571,0.0,0.5371428571428571,0.0,1.0,0.0,0.0,0.4391025641025641,0.5608974358974359,0.5371428571428571,0.0,0.5371428571428571,0.0,1.0,0.0,0.0,0.4391025641025641,0.5608974358974359,0.5371428571428571,0.0,0.5371428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5136217948717948,1.0,0.9769357495881383,0.0008012820512820513,0.06009615384615385,-0.091507571163049,0.0,-0.091507571163049,-0.001602564102564208,0.0,0.0,0.0,0.0
40,0.14040751321041045,0.14040751321041045,0.0,precision_down < 0.4900 (got 0.0000),-0.62,-0.575,0,0.16506410256410256,0.8349358974358975,0.5307101727447217,0.0008012820512820513,0.5307101727447217,0.0,1.0,0.0,0.0,0.16506410256410256,0.8349358974358975,0.5307101727447217,0.0008012820512820513,0.5307101727447217,0.0,1.0,0.0,0.0,0.16506410256410256,0.8349358974358975,0.5307101727447217,0.0008012820512820513,0.5307101727447217,0.0,1.0,0.0,0.0,0.16506410256410256,0.8349358974358975,0.5307101727447217,0.0008012820512820513,0.5307101727447217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5048076923076923,1.0,0.7508090614886731,0.0,0.19471153846153846,0.14040751321041045,0.0,0.14040751321041045,0.0,-0.008814102564102533,0.0,0.0,0.0
41,0.1831664058899159,0.1831664058899159,0.0,precision_down < 0.4900 (got 0.0000),-0.36,-0.4406883278638125,0,0.125,0.875,0.5238095238095238,0.0,0.5238095238095238,0.0,1.0,0.0,0.0,0.125,0.875,0.5238095238095238,0.0,0.5238095238095238,0.0,1.0,0.0,0.0,0.125,0.875,0.5238095238095238,0.0,0.5238095238095238,0.0,1.0,0.0,0.0,0.125,0.875,0.5238095238095238,0.0,0.5238095238095238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5160256410256411,1.0,0.9867549668874173,0.0,0.07612179487179487,0.17867922640273637,0.0044871794871795155,0.1831664058899159,0.0,0.011217948717948789,0.0,0.011217948717948789,0.0
42,0.1501654645676384,0.1831664058899159,0.0,precision_down < 0.4900 (got 0.0000),-0.58,-0.36222040084004403,1,0.15384615384615385,0.8461538461538461,0.5198863636363636,0.0,0.5198863636363636,0.0,1.0,0.0,0.0,0.15384615384615385,0.8461538461538461,0.5198863636363636,0.0,0.5198863636363636,0.0,1.0,0.0,0.0,0.15384615384615385,0.8461538461538461,0.5198863636363636,0.0,0.5198863636363636,0.0,1.0,0.0,0.0,0.15384615384615385,0.8461538461538461,0.5198863636363636,0.0,0.5198863636363636,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5024038461538461,1.0,0.6006441223832528,0.0,0.25801282051282054,0.1501654645676384,0.0,0.1501654645676384,0.0,-0.013621794871794934,0.0,0.0,0.0
43,0.2991987721286199,0.2991987721286199,0.0,precision_down < 0.4900 (got 0.0000),-0.41,-0.703842741176486,0,0.014423076923076924,0.9855769230769231,0.5178861788617887,0.0,0.5178861788617887,0.0,1.0,0.0,0.0,0.014423076923076924,0.9855769230769231,0.5178861788617887,0.0,0.5178861788617887,0.0,1.0,0.0,0.0,0.014423076923076924,0.9855769230769231,0.5178861788617887,0.0,0.5178861788617887,0.0,1.0,0.0,0.0,0.014423076923076924,0.9855769230769231,0.5178861788617887,0.0,0.5178861788617887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5144230769230769,1.0,0.9900990099009901,0.0,0.026442307692307692,0.2943910798209276,0.004807692307692291,0.2991987721286199,0.0,0.012019230769230727,0.0,0.012019230769230727,0.0
44,0.28863151462999803,0.2991987721286199,0.0,precision_down < 0.4900 (got 0.0000),-0.425,-0.5028163483887911,1,0.004807692307692308,0.9951923076923077,0.5152979066022544,0.0,0.5152979066022544,0.0,1.0,0.0,0.0,0.004807692307692308,0.9951923076923077,0.5152979066022544,0.0,0.5152979066022544,0.0,1.0,0.0,0.0,0.004807692307692308,0.9951923076923077,0.5152979066022544,0.0,0.5152979066022544,0.0,1.0,0.0,0.0,0.004807692307692308,0.9951923076923077,0.5152979066022544,0.0,0.5152979066022544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5176282051282052,1.0,0.9800664451827242,0.0,0.07131410256410256,0.2873494633479467,0.001282051282051322,0.28863151462999803,0.0,0.0032051282051283048,0.0,0.0032051282051283048,0.0
45,0.2808484943746139,0.2991987721286199,0.0,precision_down < 0.4900 (got 0.0000),-0.425,-0.5126849500387908,1,0.01282051282051282,0.9871794871794872,0.5162337662337663,0.0,0.5162337662337663,0.0,1.0,0.0,0.0,0.01282051282051282,0.9871794871794872,0.5162337662337663,0.0,0.5162337662337663,0.0,1.0,0.0,0.0,0.01282051282051282,0.9871794871794872,0.5162337662337663,0.0,0.5162337662337663,0.0,1.0,0.0,0.0,0.01282051282051282,0.9871794871794872,0.5162337662337663,0.0,0.5162337662337663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5168269230769231,1.0,0.9767827529021559,0.0,0.07131410256410256,0.2808484943746139,0.0,0.2808484943746139,0.0,-0.0008012820512820484,0.0,0.0,0.0
46,0.18501407129455905,0.2991987721286199,0.0,precision_down < 0.4900 (got 0.0000),-0.365,-0.59,1,0.14583333333333334,0.8541666666666666,0.5178236397748592,0.0,0.5178236397748592,0.0,1.0,0.0,0.0,0.14583333333333334,0.8541666666666666,0.5178236397748592,0.0,0.5178236397748592,0.0,1.0,0.0,0.0,0.14583333333333334,0.8541666666666666,0.5178236397748592,0.0,0.5178236397748592,0.0,1.0,0.0,0.0,0.14583333333333334,0.8541666666666666,0.5178236397748592,0.0,0.5178236397748592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5152243589743589,1.0,1.0,0.0,0.0,0.18501407129455905,0.0,0.18501407129455905,0.0,-0.001602564102564208,0.0,0.0,0.0
47,0.1899795178403354,0.2991987721286199,0.0,precision_down < 0.4900 (got 0.0000),-0.71,-0.5754798008501529,1,0.09375,0.90625,0.5216622458001768,0.0,0.5216622458001768,0.0,1.0,0.0,0.0,0.09375,0.90625,0.5216622458001768,0.0,0.5216622458001768,0.0,1.0,0.0,0.0,0.09375,0.90625,0.5216622458001768,0.0,0.5216622458001768,0.0,1.0,0.0,0.0,0.09375,0.90625,0.5216622458001768,0.0,0.5216622458001768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5032051282051282,1.0,0.8870967741935484,0.0,0.1530448717948718,0.1899795178403354,0.0,0.1899795178403354,0.0,-0.012019230769230727,0.0,0.0,0.0
48,0.2428947331907857,0.2991987721286199,0.0,precision_down < 0.4900 (got 0.0000),-0.455,-0.5387999901324511,1,0.040865384615384616,0.9591346153846154,0.5246449456975772,0.0,0.5246449456975772,0.0,1.0,0.0,0.0,0.040865384615384616,0.9591346153846154,0.5246449456975772,0.0,0.5246449456975772,0.0,1.0,0.0,0.0,0.040865384615384616,0.9591346153846154,0.5246449456975772,0.0,0.5246449456975772,0.0,1.0,0.0,0.0,0.040865384615384616,0.9591346153846154,0.5246449456975772,0.0,0.5246449456975772,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5064102564102564,1.0,0.5844155844155844,0.0,0.3004807692307692,0.24161268190873442,0.0012820512820512775,0.2428947331907857,0.0,0.0032051282051281937,0.0,0.0032051282051281937,0.0
49,0.2749534891884301,0.2991987721286199,0.0,precision_down < 0.4900 (got 0.0000),-0.455,-0.65,1,0.04887820512820513,0.9511217948717948,0.5181128896377422,0.0,0.5181128896377422,0.0,1.0,0.0,0.0,0.04887820512820513,0.9511217948717948,0.5181128896377422,0.0,0.5181128896377422,0.0,1.0,0.0,0.0,0.04887820512820513,0.9511217948717948,0.5181128896377422,0.0,0.5181128896377422,0.0,1.0,0.0,0.0,0.04887820512820513,0.9511217948717948,0.5181128896377422,0.0,0.5181128896377422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5152243589743589,1.0,1.0,0.0,0.002403846153846154,0.2714278481627891,0.003525641025641013,0.2749534891884301,0.0,0.008814102564102533,0.0,0.008814102564102533,0.0
50,0.27073261270205995,0.2991987721286199,0.0,precision_down < 0.4900 (got 0.0000),-0.275,-0.5347708787918092,1,0.027243589743589744,0.9727564102564102,0.5164744645799012,0.0,0.5164744645799012,0.0,1.0,0.0,0.0,0.027243589743589744,0.9727564102564102,0.5164744645799012,0.0,0.5164744645799012,0.0,1.0,0.0,0.0,0.027243589743589744,0.9727564102564102,0.5164744645799012,0.0,0.5164744645799012,0.0,1.0,0.0,0.0,0.027243589743589744,0.9727564102564102,0.5164744645799012,0.0,0.5164744645799012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152243589743589,0.5152243589743589,1.0,0.9933884297520661,0.0,0.05448717948717949,0.27073261270205995,0.0,0.27073261270205995,0.0,0.0,0.0,0.0,0.0
